Organism_Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP,species
Mycobacterium tuberculosis M1959,M1959,20829,SAMN02599080,PRJNA235746,Terrabacteria group,Actinobacteria,GCA_000663985.1,4.42344,65.6,-,JKLK01,59,4320,4120,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/663/985/GCF_000663985.1_Myco_tube_M1959_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/663/985/GCA_000663985.1_Myco_tube_M1959_V1,mtb
Mycobacterium tuberculosis M1961,M1961,20829,SAMN02599081,PRJNA235747,Terrabacteria group,Actinobacteria,GCA_000664005.1,4.44493,65.6,-,JKLJ01,75,4357,4145,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/005/GCF_000664005.1_Myco_tube_M1961_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/005/GCA_000664005.1_Myco_tube_M1961_V1,mtb
Mycobacterium tuberculosis M1967,M1967,20829,SAMN02599082,PRJNA235748,Terrabacteria group,Actinobacteria,GCA_000664025.1,4.4214,65.6,-,JKLI01,75,4320,4107,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/025/GCF_000664025.1_Myco_tube_M1967_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/025/GCA_000664025.1_Myco_tube_M1967_V1,mtb
Mycobacterium tuberculosis M1973,M1973,20829,SAMN02599083,PRJNA235749,Terrabacteria group,Actinobacteria,GCA_000664045.1,4.38848,65.6,-,JKLH01,89,4330,4111,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/045/GCF_000664045.1_Myco_tube_M1973_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/045/GCA_000664045.1_Myco_tube_M1973_V1,mtb
Mycobacterium tuberculosis M1976,M1976,20829,SAMN02599084,PRJNA235750,Terrabacteria group,Actinobacteria,GCA_000664065.1,4.43891,65.6,-,JKLG01,86,4353,4111,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/065/GCF_000664065.1_Myco_tube_M1976_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/065/GCA_000664065.1_Myco_tube_M1976_V1,mtb
Mycobacterium tuberculosis M1978,M1978,20829,SAMN02599085,PRJNA235751,Terrabacteria group,Actinobacteria,GCA_000664085.1,4.41921,65.6,-,JKLF01,81,4331,4098,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/085/GCF_000664085.1_Myco_tube_M1978_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/085/GCA_000664085.1_Myco_tube_M1978_V1,mtb
Mycobacterium tuberculosis M1979,M1979,20829,SAMN02599086,PRJNA235752,Terrabacteria group,Actinobacteria,GCA_000664105.1,4.42368,65.6,-,JKLE01,85,4331,4110,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/105/GCF_000664105.1_Myco_tube_M1979_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/105/GCA_000664105.1_Myco_tube_M1979_V1,mtb
Mycobacterium tuberculosis M2003,M2003,20829,SAMN02599088,PRJNA235754,Terrabacteria group,Actinobacteria,GCA_000664125.1,4.42796,65.6,-,JKLD01,79,4322,4101,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/125/GCF_000664125.1_Myco_tube_M2003_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/125/GCA_000664125.1_Myco_tube_M2003_V1,mtb
Mycobacterium tuberculosis M2006,M2006,20829,SAMN02599089,PRJNA235755,Terrabacteria group,Actinobacteria,GCA_000664145.1,4.40201,65.6,-,JKLC01,110,4339,4093,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/145/GCF_000664145.1_Myco_tube_M2006_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/145/GCA_000664145.1_Myco_tube_M2006_V1,mtb
Mycobacterium tuberculosis M2007,M2007,20829,SAMN02599090,PRJNA235756,Terrabacteria group,Actinobacteria,GCA_000664165.1,4.40993,65.6,-,JKLB01,83,4324,4098,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/165/GCF_000664165.1_Myco_tube_M2007_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/165/GCA_000664165.1_Myco_tube_M2007_V1,mtb
Mycobacterium tuberculosis M2010,M2010,20829,SAMN02599091,PRJNA235757,Terrabacteria group,Actinobacteria,GCA_000664185.1,4.4309400000000005,65.6,-,JKLA01,87,4330,4113,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/185/GCF_000664185.1_Myco_tube_M2010_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/185/GCA_000664185.1_Myco_tube_M2010_V1,mtb
Mycobacterium tuberculosis M2020,M2020,20829,SAMN02599092,PRJNA235758,Terrabacteria group,Actinobacteria,GCA_000664205.1,4.42034,65.6,-,JKKZ01,64,4327,4145,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/205/GCF_000664205.1_Myco_tube_M2020_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/205/GCA_000664205.1_Myco_tube_M2020_V1,mtb
Mycobacterium tuberculosis M2021,M2021,20829,SAMN02599093,PRJNA235759,Terrabacteria group,Actinobacteria,GCA_000664225.1,4.4222,65.6,-,JKKY01,72,4327,4113,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/225/GCF_000664225.1_Myco_tube_M2021_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/225/GCA_000664225.1_Myco_tube_M2021_V1,mtb
Mycobacterium tuberculosis M2032,M2032,20829,SAMN02599094,PRJNA235760,Terrabacteria group,Actinobacteria,GCA_000664245.1,4.42633,65.6,-,JKKX01,74,4326,4105,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/245/GCF_000664245.1_Myco_tube_M2032_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/245/GCA_000664245.1_Myco_tube_M2032_V1,mtb
Mycobacterium tuberculosis M2085,M2085,20829,SAMN02599096,PRJNA235762,Terrabacteria group,Actinobacteria,GCA_000664265.1,4.3958,65.6,-,JKKV01,83,4324,4112,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/265/GCF_000664265.1_Myco_tube_M2085_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/265/GCA_000664265.1_Myco_tube_M2085_V1,mtb
Mycobacterium tuberculosis M2086,M2086,20829,SAMN02599097,PRJNA235763,Terrabacteria group,Actinobacteria,GCA_000664285.1,4.399380000000001,65.6,-,JKKU01,81,4332,4109,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/285/GCF_000664285.1_Myco_tube_M2086_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/285/GCA_000664285.1_Myco_tube_M2086_V1,mtb
Mycobacterium tuberculosis M2113,M2113,20829,SAMN02599098,PRJNA235764,Terrabacteria group,Actinobacteria,GCA_000664305.1,4.415030000000001,65.6,-,JKKT01,63,4335,4142,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/305/GCF_000664305.1_Myco_tube_M2113_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/305/GCA_000664305.1_Myco_tube_M2113_V1,mtb
Mycobacterium tuberculosis M2116,M2116,20829,SAMN02599099,PRJNA235765,Terrabacteria group,Actinobacteria,GCA_000664325.1,4.423080000000001,65.6,-,JKKS01,75,4321,4110,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/325/GCF_000664325.1_Myco_tube_M2116_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/325/GCA_000664325.1_Myco_tube_M2116_V1,mtb
Mycobacterium tuberculosis M2128,M2128,20829,SAMN02599100,PRJNA235766,Terrabacteria group,Actinobacteria,GCA_000664345.1,4.42472,65.6,-,JKKR01,70,4327,4116,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/345/GCF_000664345.1_Myco_tube_M2128_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/345/GCA_000664345.1_Myco_tube_M2128_V1,mtb
Mycobacterium tuberculosis M2129,M2129,20829,SAMN02599101,PRJNA235767,Terrabacteria group,Actinobacteria,GCA_000664365.1,4.425669999999999,65.6,-,JKKQ01,71,4324,4108,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/365/GCF_000664365.1_Myco_tube_M2129_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/365/GCA_000664365.1_Myco_tube_M2129_V1,mtb
Mycobacterium tuberculosis M2131,M2131,20829,SAMN02599102,PRJNA235768,Terrabacteria group,Actinobacteria,GCA_000664385.1,4.389869999999999,65.6,-,JKKP01,84,4327,4107,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/385/GCF_000664385.1_Myco_tube_M2131_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/385/GCA_000664385.1_Myco_tube_M2131_V1,mtb
Mycobacterium tuberculosis M2130,M2130,20829,SAMN02599103,PRJNA235769,Terrabacteria group,Actinobacteria,GCA_000664405.1,4.394019999999999,65.6,-,JKKO01,71,4313,4116,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/405/GCF_000664405.1_Myco_tube_M2130_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/405/GCA_000664405.1_Myco_tube_M2130_V1,mtb
Mycobacterium tuberculosis M2132,M2132,20829,SAMN02599104,PRJNA235770,Terrabacteria group,Actinobacteria,GCA_000664425.1,4.39891,65.6,-,JKKN01,65,4308,4110,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/425/GCF_000664425.1_Myco_tube_M2132_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/425/GCA_000664425.1_Myco_tube_M2132_V1,mtb
Mycobacterium tuberculosis M2134,M2134,20829,SAMN02599105,PRJNA235771,Terrabacteria group,Actinobacteria,GCA_000664445.1,4.43271,65.6,-,JKKM01,74,4333,4120,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/445/GCF_000664445.1_Myco_tube_M2134_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/445/GCA_000664445.1_Myco_tube_M2134_V1,mtb
Mycobacterium tuberculosis M2136,M2136,20829,SAMN02599106,PRJNA235772,Terrabacteria group,Actinobacteria,GCA_000664465.1,4.42474,65.6,-,JKKL01,79,4317,4096,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/465/GCF_000664465.1_Myco_tube_M2136_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/465/GCA_000664465.1_Myco_tube_M2136_V1,mtb
Mycobacterium tuberculosis M2137,M2137,20829,SAMN02599107,PRJNA235773,Terrabacteria group,Actinobacteria,GCA_000664485.1,4.41986,65.6,-,JKKK01,74,4329,4107,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/485/GCF_000664485.1_Myco_tube_M2137_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/485/GCA_000664485.1_Myco_tube_M2137_V1,mtb
Mycobacterium tuberculosis M2139,M2139,20829,SAMN02599108,PRJNA235774,Terrabacteria group,Actinobacteria,GCA_000664505.1,4.41289,65.6,-,JKKJ01,71,4302,4092,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/505/GCF_000664505.1_Myco_tube_M2139_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/505/GCA_000664505.1_Myco_tube_M2139_V1,mtb
Mycobacterium tuberculosis M2138,M2138,20829,SAMN02599109,PRJNA235775,Terrabacteria group,Actinobacteria,GCA_000664525.1,4.40782,65.6,-,JKKI01,78,4320,4085,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/525/GCF_000664525.1_Myco_tube_M2138_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/525/GCA_000664525.1_Myco_tube_M2138_V1,mtb
Mycobacterium tuberculosis M2140,M2140,20829,SAMN02599110,PRJNA235776,Terrabacteria group,Actinobacteria,GCA_000664545.1,4.41829,65.6,-,JKKH01,76,4332,4120,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/545/GCF_000664545.1_Myco_tube_M2140_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/545/GCA_000664545.1_Myco_tube_M2140_V1,mtb
Mycobacterium tuberculosis M2248,M2248,20829,SAMN02599111,PRJNA235777,Terrabacteria group,Actinobacteria,GCA_000664565.1,4.42347,65.6,-,JKKG01,80,4351,4115,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/565/GCF_000664565.1_Myco_tube_M2248_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/565/GCA_000664565.1_Myco_tube_M2248_V1,mtb
Mycobacterium tuberculosis M2218,M2218,20829,SAMN02599112,PRJNA235778,Terrabacteria group,Actinobacteria,GCA_000664585.1,4.42751,65.6,-,JKKF01,73,4330,4106,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/585/GCF_000664585.1_Myco_tube_M2218_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/585/GCA_000664585.1_Myco_tube_M2218_V1,mtb
Mycobacterium tuberculosis M2211,M2211,20829,SAMN02599113,PRJNA235779,Terrabacteria group,Actinobacteria,GCA_000664605.1,4.43234,65.6,-,JKKE01,83,4352,4121,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/605/GCF_000664605.1_Myco_tube_M2211_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/605/GCA_000664605.1_Myco_tube_M2211_V1,mtb
Mycobacterium tuberculosis M2206,M2206,20829,SAMN02599114,PRJNA235780,Terrabacteria group,Actinobacteria,GCA_000664625.1,4.4200800000000005,65.6,-,JKKD01,73,4311,4093,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/625/GCF_000664625.1_Myco_tube_M2206_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/625/GCA_000664625.1_Myco_tube_M2206_V1,mtb
Mycobacterium tuberculosis M2204,M2204,20829,SAMN02599115,PRJNA235781,Terrabacteria group,Actinobacteria,GCA_000664645.1,4.39308,65.6,-,JKKC01,80,4328,4112,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/645/GCF_000664645.1_Myco_tube_M2204_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/645/GCA_000664645.1_Myco_tube_M2204_V1,mtb
Mycobacterium tuberculosis M2203,M2203,20829,SAMN02599116,PRJNA235782,Terrabacteria group,Actinobacteria,GCA_000664665.1,4.43666,65.6,-,JKKB01,75,4333,4119,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/665/GCF_000664665.1_Myco_tube_M2203_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/665/GCA_000664665.1_Myco_tube_M2203_V1,mtb
Mycobacterium tuberculosis M2199,M2199,20829,SAMN02599117,PRJNA235783,Terrabacteria group,Actinobacteria,GCA_000664685.1,4.41186,65.6,-,JKKA01,71,4323,4137,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/685/GCF_000664685.1_Myco_tube_M2199_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/685/GCA_000664685.1_Myco_tube_M2199_V1,mtb
Mycobacterium tuberculosis M2198,M2198,20829,SAMN02599118,PRJNA235784,Terrabacteria group,Actinobacteria,GCA_000664705.1,4.419490000000001,65.6,-,JKJZ01,73,4309,4098,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/705/GCF_000664705.1_Myco_tube_M2198_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/705/GCA_000664705.1_Myco_tube_M2198_V1,mtb
Mycobacterium tuberculosis M2192,M2192,20829,SAMN02599120,PRJNA235786,Terrabacteria group,Actinobacteria,GCA_000664725.1,4.427569999999999,65.6,-,JKJX01,70,4311,4105,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/725/GCF_000664725.1_Myco_tube_M2192_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/725/GCA_000664725.1_Myco_tube_M2192_V1,mtb
Mycobacterium tuberculosis M2191,M2191,20829,SAMN02599121,PRJNA235787,Terrabacteria group,Actinobacteria,GCA_000664745.1,4.40723,65.6,-,JKJW01,80,4333,4103,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/745/GCF_000664745.1_Myco_tube_M2191_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/745/GCA_000664745.1_Myco_tube_M2191_V1,mtb
Mycobacterium tuberculosis M2141,M2141,20829,SAMN02599122,PRJNA235788,Terrabacteria group,Actinobacteria,GCA_000664765.1,4.42631,65.6,-,JKJV01,90,4334,4100,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/765/GCF_000664765.1_Myco_tube_M2141_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/765/GCA_000664765.1_Myco_tube_M2141_V1,mtb
Mycobacterium tuberculosis M2343,M2343,20829,SAMN02599124,PRJNA235790,Terrabacteria group,Actinobacteria,GCA_000664785.1,4.42399,65.6,-,JKJT01,75,4322,4099,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/785/GCF_000664785.1_Myco_tube_M2343_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/785/GCA_000664785.1_Myco_tube_M2343_V1,mtb
Mycobacterium tuberculosis M2342,M2342,20829,SAMN02599125,PRJNA235791,Terrabacteria group,Actinobacteria,GCA_000664805.1,4.42431,65.6,-,JKJS01,69,4342,4111,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/805/GCF_000664805.1_Myco_tube_M2342_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/805/GCA_000664805.1_Myco_tube_M2342_V1,mtb
Mycobacterium tuberculosis M2324,M2324,20829,SAMN02599126,PRJNA235792,Terrabacteria group,Actinobacteria,GCA_000664825.1,4.417680000000001,65.6,-,JKJR01,76,4331,4106,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/825/GCF_000664825.1_Myco_tube_M2324_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/825/GCA_000664825.1_Myco_tube_M2324_V1,mtb
Mycobacterium tuberculosis M2323,M2323,20829,SAMN02599127,PRJNA235793,Terrabacteria group,Actinobacteria,GCA_000664845.1,4.41333,65.6,-,JKJQ01,75,4332,4098,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/845/GCF_000664845.1_Myco_tube_M2323_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/845/GCA_000664845.1_Myco_tube_M2323_V1,mtb
Mycobacterium tuberculosis M2278,M2278,20829,SAMN02599129,PRJNA235795,Terrabacteria group,Actinobacteria,GCA_000664865.1,4.4137900000000005,65.6,-,JKJP01,72,4314,4098,2014/04/29,2017/03/11,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/865/GCF_000664865.1_Myco_tube_M2278_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/865/GCA_000664865.1_Myco_tube_M2278_V1,mtb
Mycobacterium tuberculosis M2277,M2277,20829,SAMN02599130,PRJNA235796,Terrabacteria group,Actinobacteria,GCA_000664885.1,4.40798,65.6,-,JKJO01,76,4320,4099,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/885/GCF_000664885.1_Myco_tube_M2277_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/885/GCA_000664885.1_Myco_tube_M2277_V1,mtb
Mycobacterium tuberculosis M2276,M2276,20829,SAMN02599131,PRJNA235797,Terrabacteria group,Actinobacteria,GCA_000664905.1,4.4118,65.6,-,JKJN01,78,4323,4098,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/905/GCF_000664905.1_Myco_tube_M2276_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/905/GCA_000664905.1_Myco_tube_M2276_V1,mtb
Mycobacterium tuberculosis M2259,M2259,20829,SAMN02599132,PRJNA235798,Terrabacteria group,Actinobacteria,GCA_000664925.1,4.43288,65.6,-,JKJM01,74,4332,4119,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/925/GCF_000664925.1_Myco_tube_M2259_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/925/GCA_000664925.1_Myco_tube_M2259_V1,mtb
Mycobacterium tuberculosis M2249,M2249,20829,SAMN02599133,PRJNA235799,Terrabacteria group,Actinobacteria,GCA_000664945.1,4.410819999999999,65.6,-,JKJL01,70,4319,4098,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/945/GCF_000664945.1_Myco_tube_M2249_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/945/GCA_000664945.1_Myco_tube_M2249_V1,mtb
Mycobacterium tuberculosis M2142,M2142,20829,SAMN02599134,PRJNA235800,Terrabacteria group,Actinobacteria,GCA_000664965.1,4.424869999999999,65.6,-,JKJK01,79,4315,4106,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/965/GCF_000664965.1_Myco_tube_M2142_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/965/GCA_000664965.1_Myco_tube_M2142_V1,mtb
Mycobacterium tuberculosis M2459,M2459,20829,SAMN02599135,PRJNA235801,Terrabacteria group,Actinobacteria,GCA_000664985.1,4.39091,65.6,-,JKJJ01,80,4322,4114,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/664/985/GCF_000664985.1_Myco_tube_M2459_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/664/985/GCA_000664985.1_Myco_tube_M2459_V1,mtb
Mycobacterium tuberculosis M2442,M2442,20829,SAMN02599136,PRJNA235802,Terrabacteria group,Actinobacteria,GCA_000665005.1,4.442130000000001,65.6,-,JKJI01,92,4339,4112,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/665/005/GCF_000665005.1_Myco_tube_M2442_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/665/005/GCA_000665005.1_Myco_tube_M2442_V1,mtb
Mycobacterium tuberculosis M2440,M2440,20829,SAMN02599137,PRJNA235803,Terrabacteria group,Actinobacteria,GCA_000665025.1,4.41676,65.6,-,JKJH01,79,4321,4108,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/665/025/GCF_000665025.1_Myco_tube_M2440_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/665/025/GCA_000665025.1_Myco_tube_M2440_V1,mtb
Mycobacterium tuberculosis M2435,M2435,20829,SAMN02599138,PRJNA235804,Terrabacteria group,Actinobacteria,GCA_000665045.1,4.42531,65.6,-,JKJG01,72,4326,4109,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/665/045/GCF_000665045.1_Myco_tube_M2435_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/665/045/GCA_000665045.1_Myco_tube_M2435_V1,mtb
Mycobacterium tuberculosis M2416,M2416,20829,SAMN02599140,PRJNA235806,Terrabacteria group,Actinobacteria,GCA_000665065.1,4.42379,65.6,-,JKJF01,77,4326,4102,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/665/065/GCF_000665065.1_Myco_tube_M2416_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/665/065/GCA_000665065.1_Myco_tube_M2416_V1,mtb
Mycobacterium tuberculosis M2402,M2402,20829,SAMN02599141,PRJNA235807,Terrabacteria group,Actinobacteria,GCA_000665085.1,4.4234599999999995,65.6,-,JKJE01,76,4349,4112,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/665/085/GCF_000665085.1_Myco_tube_M2402_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/665/085/GCA_000665085.1_Myco_tube_M2402_V1,mtb
Mycobacterium tuberculosis M2376,M2376,20829,SAMN02599142,PRJNA235808,Terrabacteria group,Actinobacteria,GCA_000665105.1,4.41521,65.6,-,JKJD01,77,4328,4102,2014/04/29,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/665/105/GCF_000665105.1_Myco_tube_M2376_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/665/105/GCA_000665105.1_Myco_tube_M2376_V1,mtb
